Date,CPU Utilization,CPU Power
2025-10-23 0:5:11.340,0.28860759493671,2.85049814707300
2025-10-23 0:5:12.341,0.25316455696203,2.97651022656178
2025-10-23 0:5:13.342,0.25125628140704,2.98260369488521
2025-10-23 0:5:14.343,0.25316455696203,2.99125663055192
2025-10-23 0:5:15.344,0.25188916876574,3.06292307702420
2025-10-23 0:5:16.346,0.25252525252525,2.98835775143125
2025-10-23 0:5:17.347,0.30964467005076,3.45446179702962
2025-10-23 0:5:18.348,0.25252525252525,3.01857579239466
2025-10-23 0:5:19.349,0.25699745547074,3.15546504700676
2025-10-23 0:5:20.350,0.25000000000000,3.17219739390923
2025-10-23 0:5:21.360,0.25252525252525,3.20423979182750
2025-10-23 0:5:22.361,0.25569620253165,3.13255496203940
2025-10-23 0:5:23.362,0.25000000000000,2.72715294231099
2025-10-23 0:5:24.363,0.25445292620865,3.19459512850061
2025-10-23 0:5:25.364,0.25252525252525,3.18585423344211
2025-10-23 0:5:26.365,0.25380710659898,2.89567325157842
2025-10-23 0:5:27.366,0.25316455696203,3.13551493045550
2025-10-23 0:5:28.367,0.25252525252525,3.01857579239466
2025-10-23 0:5:29.368,0.25380710659898,3.21005226519127
2025-10-23 0:5:30.369,0.25125628140704,3.16204002662368
2025-10-23 0:5:31.370,0.25252525252525,3.16779408316973
2025-10-23 0:5:32.371,0.25316455696203,3.18875311256277
2025-10-23 0:5:33.372,0.25316455696203,3.02147467151533
2025-10-23 0:5:34.373,0.25188916876574,3.16490980797410
2025-10-23 0:5:35.374,0.25252525252525,3.16779408316973
2025-10-23 0:5:36.375,0.25316455696203,2.89275965733531
2025-10-23 0:5:37.376,0.25252525252525,3.09864068725498
2025-10-23 0:5:38.377,0.25126903553299,2.99414438310085
2025-10-23 0:5:39.378,0.25252525252525,3.18585423344211
2025-10-23 0:5:40.379,0.25188916876574,3.14716650244334
2025-10-23 0:5:41.380,0.25445292620865,3.19459512850061
2025-10-23 0:5:42.381,0.25125628140704,3.14429672109292
2025-10-23 0:5:43.382,0.25316455696203,3.03695829581063
2025-10-23 0:5:44.383,0.25252525252525,3.18585423344211
2025-10-23 0:5:45.384,0.25316455696203,3.15294965675964
2025-10-23 0:5:46.385,0.25316455696203,2.87954144880841
2025-10-23 0:5:47.386,0.25252525252525,3.16779408316973
2025-10-23 0:5:48.387,0.25316455696203,3.13551493045550
2025-10-23 0:5:49.388,0.25188916876574,3.06292307702420
2025-10-23 0:5:50.389,0.25380710659898,3.21005226519127
2025-10-23 0:5:51.390,0.25380710659898,3.21005226519127
2025-10-23 0:5:52.391,0.25316455696203,3.20713867094817
2025-10-23 0:5:53.392,0.25252525252525,3.20423979182750
2025-10-23 0:5:54.393,0.25252525252525,3.01857579239466
2025-10-23 0:5:55.394,0.25316455696203,3.11838080288075
2025-10-23 0:5:56.396,0.25316455696203,3.06870623134049
2025-10-23 0:5:57.397,0.25380710659898,2.97942382080488
2025-10-23 0:5:58.398,0.25316455696203,3.20713867094817
2025-10-23 0:5:59.399,0.25125628140704,2.99758987780202
2025-10-23 0:6:0.400,0.25316455696203,3.18875311256277
2025-10-23 0:6:1.401,0.24874371859296,3.13041962635744
2025-10-23 0:6:2.402,0.25126903553299,3.19648438539184
2025-10-23 0:6:3.403,0.24937027707809,3.13326070989436
2025-10-23 0:6:4.404,0.25252525252525,3.01857579239466
2025-10-23 0:6:5.405,0.25316455696203,3.18875311256277
2025-10-23 0:6:6.406,0.25380710659898,3.21005226519127
2025-10-23 0:6:7.407,0.25316455696203,2.75759882084894
2025-10-23 0:6:8.408,0.25125628140704,3.14429672109292
2025-10-23 0:6:9.409,0.25316455696203,2.85369689183789
2025-10-23 0:6:10.410,0.25445292620865,3.14135694639333
2025-10-23 0:6:11.411,0.25316455696203,3.17069296229039
2025-10-23 0:6:12.412,0.25316455696203,3.20713867094817
2025-10-23 0:6:13.413,0.25188916876574,3.18296995824648
2025-10-23 0:6:14.414,0.25252525252525,2.85079801271723
2025-10-23 0:6:15.415,0.25252525252525,3.15005077763897
2025-10-23 0:6:16.416,0.25316455696203,3.18875311256277
2025-10-23 0:6:17.417,0.25445292620865,2.87236402627237
2025-10-23 0:6:18.418,0.25316455696203,3.20713867094817
2025-10-23 0:6:19.419,0.25188916876574,3.00045965915244
2025-10-23 0:6:20.420,0.25125628140704,3.16204002662368
2025-10-23 0:6:21.421,0.25252525252525,3.16779408316973
2025-10-23 0:6:22.422,0.25188916876574,3.07920062024078
2025-10-23 0:6:23.423,0.25252525252525,3.18585423344211
2025-10-23 0:6:24.424,0.25252525252525,3.01857579239466
2025-10-23 0:6:25.425,0.25380710659898,3.15586325100274
2025-10-23 0:6:26.427,0.25445292620865,3.19459512850061
2025-10-23 0:6:27.428,0.25126903553299,2.81553561564646
2025-10-23 0:6:28.429,0.25063291139241,3.15686558143715
2025-10-23 0:6:29.430,0.24937027707809,3.15114025866402
2025-10-23 0:6:30.431,0.25000000000000,2.97331049500459
2025-10-23 0:6:31.432,0.25188916876574,3.14716650244334
2025-10-23 0:6:32.433,0.25252525252525,3.18585423344211
2025-10-23 0:6:33.434,0.25316455696203,3.22585851221330
2025-10-23 0:6:34.435,0.25380710659898,3.22877210645640
2025-10-23 0:6:35.436,0.25188916876574,2.97072707224549
2025-10-23 0:6:36.437,0.25252525252525,3.16779408316973
2025-10-23 0:6:37.438,0.25316455696203,3.02147467151533
2025-10-23 0:6:38.439,0.25252525252525,2.94481521996429
2025-10-23 0:6:39.440,0.25316455696203,2.71349902114853
2025-10-23 0:6:40.441,0.25252525252525,2.15197030044844
2025-10-23 0:6:41.442,0.25188916876574,2.86073885601825
2025-10-23 0:6:42.443,0.25252525252525,3.18585423344211
2025-10-23 0:6:43.444,0.25188916876574,3.16490980797410
2025-10-23 0:6:44.445,0.25252525252525,3.20423979182750
2025-10-23 0:6:45.446,0.25380710659898,3.02438826575844
2025-10-23 0:6:46.447,0.25125628140704,3.14429672109292
2025-10-23 0:6:47.448,0.25252525252525,3.13261605133483
2025-10-23 0:6:48.449,0.25380710659898,2.89567325157842
2025-10-23 0:6:49.450,0.25188916876574,3.11259764856445
2025-10-23 0:6:50.451,0.25188916876574,3.00045965915244
2025-10-23 0:6:51.452,0.25316455696203,3.17069296229039
2025-10-23 0:6:52.454,0.25380710659898,3.21005226519127
2025-10-23 0:6:53.455,0.25188916876574,3.16490980797410
2025-10-23 0:6:54.456,0.24937027707809,3.11569483741891
2025-10-23 0:6:55.457,0.25126903553299,3.00947317115320
2025-10-23 0:6:56.458,0.24937027707809,3.13326070989436
2025-10-23 0:6:57.459,0.24937027707809,3.06479884793876
2025-10-23 0:6:58.460,0.25316455696203,2.89275965733531
2025-10-23 0:6:59.461,0.25316455696203,3.20713867094817
2025-10-23 0:7:0.462,0.25126903553299,2.05548883940953
2025-10-23 0:7:1.463,0.25380710659898,3.12129439712385
2025-10-23 0:7:2.464,0.25188916876574,3.16490980797410
2025-10-23 0:7:3.465,0.25188916876574,3.14716650244334
2025-10-23 0:7:4.466,0.25316455696203,3.18875311256277
2025-10-23 0:7:5.467,0.25252525252525,3.16779408316973
2025-10-23 0:7:6.468,0.25316455696203,3.02147467151533
2025-10-23 0:7:7.469,0.25316455696203,3.10153956637564
2025-10-23 0:7:8.470,0.25316455696203,2.78059371640701
2025-10-23 0:7:9.471,0.25188916876574,3.12973177613921
2025-10-23 0:7:10.472,0.25188916876574,2.95621473815995
2025-10-23 0:7:11.473,0.25380710659898,3.02438826575844
2025-10-23 0:7:12.474,0.25316455696203,3.20713867094817
2025-10-23 0:7:13.475,0.25252525252525,3.18585423344211
2025-10-23 0:7:14.476,0.25000000000000,2.62231437243110
2025-10-23 0:7:15.477,0.25063291139241,3.13898603266749
2025-10-23 0:7:16.478,0.25445292620865,3.02731668745316
2025-10-23 0:7:17.479,0.25380710659898,2.77192832068825
2025-10-23 0:7:18.481,0.25252525252525,3.16779408316973
2025-10-23 0:7:19.482,0.25252525252525,2.86362313121387
2025-10-23 0:7:20.483,0.25252525252525,3.18585423344211
2025-10-23 0:7:21.486,0.25252525252525,2.97361134744111
2025-10-23 0:7:22.487,0.25380710659898,3.02438826575844
2025-10-23 0:7:23.488,0.25252525252525,3.20423979182750
2025-10-23 0:7:24.489,0.25316455696203,2.80425513067691
2025-10-23 0:7:25.490,0.25188916876574,3.12973177613921
2025-10-23 0:7:26.491,0.25190839694656,2.60215416126880
2025-10-23 0:7:27.492,0.25316455696203,2.97651022656178
2025-10-23 0:7:28.493,0.25380710659898,2.79525290478410
2025-10-23 0:7:29.494,0.25316455696203,2.75759882084894
2025-10-23 0:7:30.495,0.25252525252525,3.16779408316973
2025-10-23 0:7:31.497,0.25252525252525,2.94481521996429
2025-10-23 0:7:32.498,0.25316455696203,3.17069296229039
2025-10-23 0:7:33.499,0.25188916876574,3.14716650244334
2025-10-23 0:7:34.500,0.25380710659898,3.21005226519127
2025-10-23 0:7:35.501,0.25188916876574,3.16490980797410
2025-10-23 0:7:36.502,0.25316455696203,3.03695829581063
2025-10-23 0:7:37.503,0.25316455696203,3.15294965675964
2025-10-23 0:7:38.504,0.25188916876574,3.16490980797410
2025-10-23 0:7:39.505,0.25380710659898,2.49539479571664
2025-10-23 0:7:40.506,0.25316455696203,3.06870623134049
2025-10-23 0:7:41.507,0.25252525252525,3.18585423344211
2025-10-23 0:7:42.508,0.25252525252525,3.01857579239466
2025-10-23 0:7:43.509,0.25316455696203,3.15294965675964
2025-10-23 0:7:44.510,0.25316455696203,3.20713867094817
2025-10-23 0:7:45.511,0.25000000000000,3.11855026986258
2025-10-23 0:7:46.512,0.25380710659898,3.22877210645640
2025-10-23 0:7:47.513,0.25188916876574,2.97072707224549
2025-10-23 0:7:48.514,0.25510204081633,3.17947834084997
2025-10-23 0:7:49.515,0.25316455696203,2.89275965733531
2025-10-23 0:7:50.516,0.25316455696203,3.15294965675964
2025-10-23 0:7:51.518,0.25126903553299,3.07340862901256
